 1  2  4  3 
 5  6  2  7 
 4  8  9  6 
10  3  4 11 
12 13 14  9 
 8 12  6 15 
 3 13 11 16 
 3 10  4  1 
17 11 13 18 
19 13 14 12 
16  3 21 20 
18  9 13 17 
22  7 21 19 
23 14 12 19 
 9  4  6 13 
 2 13  7  6 
 2 13  3  7 
21 13  3 16 
19 13 16 14 
12 13  6  7 
12  8  6  9 
21 13  7  3 
21 13 19  7 
12 13  9  6 
 3 13  4 11 
18 11 13 16 
 9 18 13 14 
18 16 13 14 
19 13 12  7 
 2 13  4  3 
 2 13  6  4 
21 13 16 19 
