  0.00000000    0.00000000
  0.00000000   11.00000000
 12.00000000   11.00000000
  0.00000000   22.00000000
 12.00000000   20.25000000
 24.00000000   22.00000000
  0.00000000   33.00000000
 12.00000000   29.50000000
 24.00000000   29.50000000
 36.00000000   33.00000000
  0.00000000   44.00000000
 12.00000000   38.75000000
 24.00000000   37.00000000
 36.00000000   38.75000000
 48.00000000   44.00000000
 12.00000000   48.00000000
 24.00000000   44.50000000
 36.00000000   44.50000000
 48.00000000   48.00000000
 24.00000000   52.00000000
 36.00000000   50.25000000
 48.00000000   52.00000000
 36.00000000   56.00000000
 48.00000000   56.00000000
 48.00000000   60.00000000
  6.00000000    5.50000000
  6.00000000   11.00000000
  0.00000000    5.50000000
  6.00000000   15.62500000
  6.00000000   21.12500000
  0.00000000   16.50000000
 12.00000000   15.62500000
 18.00000000   16.50000000
 18.00000000   21.12500000
  6.00000000   25.75000000
  6.00000000   31.25000000
  0.00000000   27.50000000
 12.00000000   24.87500000
 18.00000000   24.87500000
 18.00000000   29.50000000
 24.00000000   25.75000000
 30.00000000   27.50000000
 30.00000000   31.25000000
  6.00000000   35.87500000
  6.00000000   41.37500000
  0.00000000   38.50000000
 12.00000000   34.12500000
 18.00000000   33.25000000
 18.00000000   37.87500000
 24.00000000   33.25000000
 30.00000000   34.12500000
 30.00000000   37.87500000
 36.00000000   35.87500000
 42.00000000   38.50000000
 42.00000000   41.37500000
 12.00000000   43.37500000
  6.00000000   46.00000000
 18.00000000   41.62500000
 18.00000000   46.25000000
 24.00000000   40.75000000
 30.00000000   40.75000000
 30.00000000   44.50000000
 36.00000000   41.62500000
 42.00000000   43.37500000
 42.00000000   46.25000000
 48.00000000   46.00000000
 18.00000000   50.00000000
 24.00000000   48.25000000
 30.00000000   47.37500000
 30.00000000   51.12500000
 36.00000000   47.37500000
 42.00000000   48.25000000
 42.00000000   51.12500000
 48.00000000   50.00000000
 30.00000000   54.00000000
 36.00000000   53.12500000
 42.00000000   53.12500000
 42.00000000   56.00000000
 48.00000000   54.00000000
 42.00000000   58.00000000
 48.00000000   58.00000000
  3.00000000    8.25000000
  3.00000000    5.50000000
  6.00000000    8.25000000
  3.00000000    2.75000000
  0.00000000    2.75000000
  9.00000000    8.25000000
  9.00000000   11.00000000
  3.00000000   11.00000000
  0.00000000    8.25000000
  3.00000000   18.81250000
  3.00000000   16.06250000
  6.00000000   18.37500000
  3.00000000   13.31250000
  0.00000000   13.75000000
  9.00000000   17.93750000
  9.00000000   20.68750000
  3.00000000   21.56250000
  0.00000000   19.25000000
  9.00000000   13.31250000
  9.00000000   15.62500000
  6.00000000   13.31250000
 12.00000000   17.93750000
 12.00000000   13.31250000
 15.00000000   18.37500000
 15.00000000   16.06250000
 18.00000000   18.81250000
 15.00000000   13.75000000
 21.00000000   19.25000000
 21.00000000   21.56250000
 15.00000000   20.68750000
  3.00000000   29.37500000
  3.00000000   26.62500000
  6.00000000   28.50000000
  3.00000000   23.87500000
  0.00000000   24.75000000
  9.00000000   27.62500000
  9.00000000   30.37500000
  3.00000000   32.12500000
  0.00000000   30.25000000
  9.00000000   23.00000000
  9.00000000   25.31250000
  6.00000000   23.43750000
 12.00000000   27.18750000
 12.00000000   22.56250000
 15.00000000   27.18750000
 15.00000000   24.87500000
 18.00000000   27.18750000
 15.00000000   22.56250000
 21.00000000   27.18750000
 21.00000000   29.50000000
 15.00000000   29.50000000
 21.00000000   23.43750000
 21.00000000   25.31250000
 18.00000000   23.00000000
 24.00000000   27.62500000
 24.00000000   23.87500000
 27.00000000   28.50000000
 27.00000000   26.62500000
 30.00000000   29.37500000
 27.00000000   24.75000000
 33.00000000   30.25000000
 33.00000000   32.12500000
 27.00000000   30.37500000
