0        1        0
0        1        0.567056
0.468971 1        0
0        0.5      0.5
0        1        1
0        0.456498 1
0.502112 1        1
0        0        0.5
0.5      0        0.5
0        0.5      0
0.5      0.5      0
0.510866 0        1
0.5      0.5      0.5
1        0        0.563143
0        0        1
1        0.561972 0
0.5      0        0
1        0        0
1        0.505696 1
1        1        0
1        1        0.503135
1        1        1
1        0        1
