  1   85
 85   26
 26   87
 87    3
  3  108
108   33
 33  109
109    6
  6  141
141   42
 42  142
142   10
 10  186
186   54
 54  187
187   15
 15  232
232   66
 66  231
231   19
 19  263
263   74
 74  262
262   22
 22  282
282   79
 79  281
281   24
 24  289
289   81
 81  287
287   25
 25  286
286   80
 80  288
288   23
 23  267
267   75
 75  269
269   20
 20  236
236   67
 67  238
238   16
 16  196
196   57
 57  193
193   11
